time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.642183852859104e-08,4.482359384269155e-07,10.00322682868484,0.000387463279360567,6.604998718984234e-05,0.0,-5.375480401439607e-06,3.739654429421568e-05,0.10755613083110438,0.016972951839206937,0.003216461431709128,0.0,439.2422937660617,439.50888453208745,438.50192996761484,439.9092957523744
0.12000000000000001,-2.477082744196763e-06,1.5215285735185098e-05,10.013575969028368,0.0015203516919877202,4.010250645869462e-05,0.0,-8.551783220977715e-05,0.0005695757809202331,0.2373963011909389,0.022448405504486294,-0.008968085966192418,0.0,445.62937971350317,444.6324636982571,447.22223117474005,447.6678600763677
0.18,-8.345713116132567e-06,9.724872238128141e-05,10.036746098168733,0.003378822923400193,0.0006536942794062028,0.0,-0.00013482360729477686,0.0023801977983426825,0.5348492735884529,0.04411306170427234,0.0335509779761196,0.0,494.7614998717327,497.881580803787,494.28216862927627,495.87614306991355
0.23999999999999996,-3.6382816448675945e-05,0.0003130564226648685,10.070064213804335,0.005891740274035939,0.002102703806818873,0.0,-0.000977103164170182,0.0050542876759053414,0.5757332979659353,0.036999385943469326,-0.011752698099342852,0.0,418.8635392836251,414.9057078363442,419.4834197261004,418.86638069323914
0.3,-0.0001401327014626584,0.0007604864723756964,10.10983419321285,0.007783713966064809,0.0013880527248719687,0.0,-0.002400829401000667,0.010095321678978102,0.749832823446341,0.017401624055747703,-0.01222904521844129,0.0,460.44577541230603,460.40822263244826,460.717571836834,459.165987075765
0.36000000000000004,-0.00031054695582803486,0.0015345579206895027,10.158280780243269,0.008547291667677648,0.0005257873940873736,0.0,-0.00319675888156683,0.015802916820269814,0.8649721819845821,0.0011840535514699288,-0.01904178575849924,0.0,443.0151477425609,442.4547977572903,442.48596615618254,441.14894917573866
0.4200000000000001,-0.0005096582471868057,0.0026557141319510126,10.212656633512708,0.0091277752094987,0.00011654672268690547,0.0,-0.003370303796668755,0.02160462309786815,0.9474907656473683,0.02277246494386103,0.010398798984112598,0.0,431.69361698395033,434.17046931212104,430.3533356010416,432.1764893328199
0.48000000000000015,-0.0007166492657581573,0.004146234770680132,10.272497773885153,0.010944322610879631,0.000713279034743941,0.0,-0.003591617174742568,0.028243997861858522,1.047125867232635,0.04215089312186695,0.00902324755776756,0.0,436.78476783775926,436.66992749975304,437.89598450981714,439.5051393156129
0.5400000000000001,-0.0009507780521777724,0.00610574999012954,10.340679860768823,0.014728694618939997,0.0011067149729031556,0.0,-0.004266227189735877,0.037449327585159876,1.2254313713940892,0.08765158273329056,0.0011022487539047682,0.0,462.5285456183785,461.9042730090448,460.3857507584686,463.97375670723864
0.6000000000000002,-0.0012294197804230745,0.008671672878991066,10.416859945029032,0.019600635114869647,0.0010682099067453876,0.0,-0.005023359311695519,0.048592744849913876,1.3137983420226236,0.06340452694728514,-0.00438055826679321,0.0,434.6851333262128,434.2254916020147,436.0240212840988,433.9991248728537
0.6600000000000003,-0.0015530694922525953,0.012030166319115831,10.499846087445707,0.023263405140768967,0.0008054264019454749,0.0,-0.0057364900233364945,0.06375614506717477,1.4522317793473583,0.05585700108683081,-0.004378058694602908,0.0,451.1935033226575,451.1937866847209,450.4847798124447,449.8767202632766
0.7200000000000003,-0.0019166440875603684,0.016464920341874207,10.594838095833582,0.026452076843064276,0.0001225612807518317,0.0,-0.0063306053296129945,0.0844728893328619,1.7138031814501495,0.047079767294848654,-0.031530600312965035,0.0,488.4506712178514,486.4217986080821,488.00939597184106,487.35542331391747
0.7800000000000004,-0.002291977835734099,0.022057173281627273,10.699413778281786,0.028748890796256532,6.2811729659938536,0.0,-0.005989097418891271,0.10219053344955732,1.7719563428491694,0.007884500731879338,-0.04525041028665881,0.0,427.2633114751763,426.09142959465044,427.8405421465264,424.4911948681984
0.8400000000000004,-0.002588831806297557,0.02890409061347893,10.812880138547557,0.029283584894125525,6.278331613523012,0.0,-0.0035673312642538367,0.12609021235120269,2.009864621019631,0.010890444290925812,-0.05193805805160687,0.0,481.3026858784612,480.79513426816834,482.2745014907259,482.5013461691978
0.9000000000000005,-0.002690554341390317,0.03707752339388727,10.936483134634857,0.030203608618500688,6.2751698627266705,0.0,0.0004958999440624319,0.14643321851981483,2.110050124748494,0.02299829879192817,-0.05425559821916624,0.0,441.1153968763511,440.92214768978005,440.4656856346173,441.4657333591949
0.9600000000000005,-0.002480586483390774,0.046502075095314545,11.066382296117443,0.03194649855525622,6.272298572125376,0.0,0.006815724009105138,0.16787524334416318,2.2197059477733183,0.03900979117161882,-0.03741932869348196,0.0,443.9986129539286,445.37622027668925,443.40663732103104,444.72024674744455
1.0200000000000005,-0.0018291446204283116,0.057269235867469716,11.203366314003883,0.03421168653246376,6.270223676831245,0.0,0.015124456715816359,0.19126527492900178,2.3461642164717884,0.03511396794895396,-0.02943809449253097,0.0,448.70589764779754,449.35283213398895,451.27801640584204,450.9641082148981
1.0800000000000005,-0.0006173765955018625,0.06953746917474604,11.349373440795706,0.03658911010297228,6.268588174429322,0.0,0.0254547819658421,0.2179168972844971,2.520358157686247,0.04738611855921942,-0.023221586520454834,0.0,465.3213917176934,465.80761957831623,464.2918858965593,465.25439128447414
1.1400000000000006,0.001188244953538475,0.0833069692759296,11.501656710066287,0.03948627885828859,6.267123258408667,0.0,0.03486347328823045,0.24132789114137237,2.5556574294904273,0.05002746146578815,-0.02691605367137155,0.0,422.1404848162147,421.82145059882436,422.6246940332203,422.85384834701466
